Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Returned,Return_Probability,Risk_Level
Clothing,226.28,4,Defective,Returned,-359.0,70,Female,City96,PayPal,Express,2.57,1,0.4987520571238899,Medium
Toys,95.26,2,Not as described,Returned,-70.0,24,Male,City88,Gift Card,Express,45.83,1,0.49201280534503405,Medium
Books,473.62,4,Defective,Returned,8.0,38,Female,City35,Credit Card,Next-Day,7.75,1,0.4839531855847699,Medium
Clothing,185.11,1,Wrong item,Returned,-54.0,20,Male,City71,Debit Card,Express,15.48,1,0.5069970031569907,Medium
Clothing,276.81,5,Defective,Returned,-69.0,44,Male,City72,Debit Card,Next-Day,12.08,1,0.4914367949308403,Medium
Toys,165.99,1,Defective,Returned,-76.0,60,Female,City14,Debit Card,Next-Day,15.27,1,0.5095314892088558,Medium
Clothing,442.12,3,Defective,Returned,-621.0,37,Male,City27,PayPal,Next-Day,22.89,1,0.5260441090152222,Medium
Electronics,488.55,1,Changed mind,Returned,-77.0,62,Female,City44,Debit Card,Express,46.9,1,0.48339133577537124,Medium
Toys,264.98,4,Defective,Returned,-410.0,37,Male,City7,Debit Card,Standard,29.94,1,0.5217329028082665,Medium
Home,430.38,2,Defective,Returned,163.0,41,Male,City51,PayPal,Next-Day,38.05,1,0.4945783814226125,Medium
Electronics,22.53,5,Changed mind,Returned,-137.0,31,Male,City80,Gift Card,Express,6.42,1,0.45645647583235344,Medium
Toys,242.18,3,Defective,Returned,-144.0,54,Female,City12,Credit Card,Next-Day,33.41,1,0.5109991260111661,Medium
Books,359.57,3,Wrong item,Returned,399.0,52,Female,City69,Credit Card,Next-Day,15.31,1,0.4733106855295283,Medium
Electronics,173.3,5,Wrong item,Returned,369.0,20,Female,City8,Debit Card,Express,20.72,1,0.495968378809114,Medium
Toys,284.82,4,Wrong item,Returned,619.0,36,Male,City54,Gift Card,Express,38.18,1,0.5078534348741517,Medium
Books,125.79,1,Not as described,Returned,559.0,52,Male,City1,Credit Card,Express,47.83,1,0.4861474445807708,Medium
Clothing,107.64,2,Wrong item,Returned,116.0,29,Female,City92,Gift Card,Next-Day,27.42,1,0.4521658511388504,Medium
Electronics,122.43,3,Not as described,Returned,174.0,32,Female,City20,PayPal,Express,12.15,1,0.5221199612263037,Medium
Books,462.89,4,Not as described,Returned,-252.0,30,Male,City98,Gift Card,Standard,37.64,1,0.47272898591912277,Medium
Books,441.33,4,Changed mind,Returned,75.0,63,Female,City7,Credit Card,Next-Day,49.97,1,0.5091059941301228,Medium
Electronics,487.96,4,Defective,Returned,50.0,36,Female,City24,Credit Card,Express,12.02,1,0.5021195688614704,Medium
Clothing,70.68,2,Wrong item,Returned,-232.0,23,Female,City21,Credit Card,Standard,4.88,1,0.5057624318960644,Medium
Home,428.3,2,Defective,Returned,-100.0,46,Male,City34,Credit Card,Express,19.23,1,0.4796708903842809,Medium
Home,107.98,3,Defective,Returned,-45.0,22,Female,City45,PayPal,Express,28.11,1,0.4802055068108006,Medium
Clothing,331.84,4,Not as described,Returned,-618.0,59,Male,City51,PayPal,Next-Day,42.03,1,0.5046418461894456,Medium
Clothing,11.18,4,Wrong item,Returned,-24.0,33,Male,City72,Gift Card,Next-Day,42.77,1,0.4924144116438576,Medium
Electronics,267.44,2,Wrong item,Returned,49.0,56,Female,City62,PayPal,Standard,39.94,1,0.53214878288635,Medium
Electronics,242.33,4,Not as described,Returned,-183.0,55,Male,City35,Gift Card,Standard,2.75,1,0.5030831871932953,Medium
Books,285.35,1,Defective,Returned,-618.0,56,Female,City8,Debit Card,Standard,23.98,1,0.48929811519674243,Medium
Electronics,68.59,2,Defective,Returned,244.0,50,Male,City4,Gift Card,Standard,47.08,1,0.4920402616121471,Medium
Electronics,53.89,4,Defective,Returned,-284.0,45,Female,City39,Debit Card,Next-Day,43.54,1,0.448432115322516,Medium
Home,335.57,5,Changed mind,Returned,353.0,43,Male,City85,Credit Card,Express,26.11,1,0.4936860034047902,Medium
Home,395.65,5,Changed mind,Returned,60.0,52,Female,City83,Credit Card,Express,35.6,1,0.4572218807475556,Medium
Toys,324.64,5,Defective,Returned,159.0,68,Female,City46,Gift Card,Next-Day,33.1,1,0.5056356353059035,Medium
Clothing,193.47,5,Defective,Returned,55.0,65,Male,City100,Gift Card,Express,9.03,1,0.5365839178794158,Medium
Clothing,462.49,1,Not as described,Returned,301.0,48,Male,City63,Gift Card,Standard,44.33,1,0.5073284625447266,Medium
Electronics,202.74,1,Not as described,Returned,-34.0,37,Male,City7,Credit Card,Standard,7.65,1,0.5308667599039993,Medium
Toys,73.94,1,Defective,Returned,-147.0,20,Female,City20,PayPal,Express,29.94,1,0.5091712251482452,Medium
Home,145.0,5,Changed mind,Returned,173.0,53,Female,City5,Credit Card,Next-Day,14.44,1,0.5079809459749741,Medium
Toys,50.65,3,Defective,Returned,381.0,29,Male,City83,Credit Card,Next-Day,1.76,1,0.46567901980269005,Medium
Home,116.37,3,Changed mind,Returned,-213.0,32,Male,City7,Debit Card,Next-Day,21.57,1,0.5163091294042393,Medium
Clothing,309.9,1,Defective,Returned,542.0,61,Female,City61,Credit Card,Standard,35.49,1,0.46731994707580354,Medium
Toys,437.4,2,Wrong item,Returned,-285.0,23,Female,City11,Gift Card,Next-Day,22.2,1,0.5153827440950915,Medium
Toys,196.3,1,Not as described,Returned,-236.0,59,Male,City17,Debit Card,Standard,29.18,1,0.5162188413305251,Medium
Clothing,110.14,4,Not as described,Returned,-288.0,45,Female,City38,Credit Card,Next-Day,27.5,1,0.4542266618607356,Medium
Electronics,133.31,5,Defective,Returned,658.0,29,Male,City57,Credit Card,Standard,38.4,1,0.4848646128047382,Medium
Electronics,86.01,3,Not as described,Returned,269.0,65,Female,City59,Debit Card,Standard,46.01,1,0.4878905496095322,Medium
Electronics,163.16,4,Not as described,Returned,284.0,43,Female,City12,Debit Card,Standard,2.37,1,0.5299901419350461,Medium
Clothing,254.88,2,Not as described,Returned,-545.0,30,Male,City93,Gift Card,Standard,4.43,1,0.48665495829740235,Medium
Home,474.42,4,Changed mind,Returned,381.0,36,Female,City43,Credit Card,Next-Day,46.79,1,0.5219515187997079,Medium
Toys,152.15,4,Not as described,Returned,375.0,48,Male,City88,PayPal,Standard,41.74,1,0.5103874579526333,Medium
Electronics,418.31,1,Not as described,Returned,-266.0,48,Female,City31,Credit Card,Next-Day,32.67,1,0.5062441505001931,Medium
Books,447.28,3,Changed mind,Returned,-21.0,40,Male,City6,PayPal,Next-Day,40.27,1,0.4832523482832413,Medium
Home,427.42,2,Defective,Returned,-73.0,37,Male,City66,PayPal,Standard,22.14,1,0.49582859943604646,Medium
Home,18.41,1,Changed mind,Returned,466.0,63,Male,City5,Gift Card,Express,22.82,1,0.5078662845992267,Medium
Electronics,34.28,2,Changed mind,Returned,317.0,20,Male,City76,Gift Card,Standard,15.91,1,0.49028687539586313,Medium
Books,65.61,4,Wrong item,Returned,-381.0,20,Male,City83,Gift Card,Next-Day,32.15,1,0.4659095692734225,Medium
Electronics,268.38,4,Defective,Returned,-48.0,45,Male,City58,Credit Card,Standard,39.64,1,0.5276151634666478,Medium
Electronics,499.18,4,Changed mind,Returned,301.0,63,Male,City97,Credit Card,Next-Day,30.37,1,0.4611585054578358,Medium
Clothing,266.88,1,Changed mind,Returned,31.0,69,Female,City60,Credit Card,Express,12.19,1,0.47997430108486333,Medium
Toys,495.4,1,Not as described,Returned,37.0,62,Male,City100,Debit Card,Next-Day,32.08,1,0.5193281643806595,Medium
Books,481.13,2,Changed mind,Returned,217.0,57,Female,City91,Credit Card,Standard,32.88,1,0.48003570789201616,Medium
Electronics,56.11,1,Not as described,Returned,-21.0,32,Male,City42,PayPal,Next-Day,11.52,1,0.5305874787287599,Medium
Electronics,122.85,3,Wrong item,Returned,-375.0,58,Female,City17,PayPal,Next-Day,28.3,1,0.5347167669142405,Medium
Books,124.11,4,Defective,Returned,-165.0,59,Female,City36,PayPal,Express,34.64,1,0.5233363984882997,Medium
Books,450.89,4,Not as described,Returned,59.0,59,Male,City47,Gift Card,Express,49.44,1,0.47945651394227684,Medium
Home,116.12,4,Not as described,Returned,-27.0,34,Female,City89,Debit Card,Express,32.37,1,0.5060282365759602,Medium
Books,55.73,5,Defective,Returned,191.0,57,Female,City82,Credit Card,Express,43.24,1,0.4910141003720364,Medium
Electronics,339.73,1,Wrong item,Returned,-711.0,36,Male,City51,PayPal,Express,38.15,1,0.4971838631796782,Medium
Toys,320.06,3,Wrong item,Returned,17.0,54,Male,City94,Debit Card,Next-Day,46.39,1,0.5248485375237811,Medium
Books,156.19,2,Not as described,Returned,-71.0,20,Male,City91,PayPal,Next-Day,34.89,1,0.5044745987709733,Medium
Electronics,462.51,4,Wrong item,Returned,-11.0,55,Male,City73,PayPal,Next-Day,49.34,1,0.5054239375478368,Medium
Electronics,167.52,2,Defective,Returned,273.0,29,Female,City67,PayPal,Standard,40.64,1,0.5013828974767613,Medium
Books,329.56,4,Wrong item,Returned,464.0,70,Male,City42,Gift Card,Next-Day,6.21,1,0.5129414979736368,Medium
Toys,184.18,4,Defective,Returned,493.0,26,Female,City97,Credit Card,Express,30.69,1,0.4676655113147024,Medium
Electronics,334.73,2,Changed mind,Returned,-53.0,66,Female,City79,Gift Card,Next-Day,26.07,1,0.5116524713755296,Medium
Toys,484.19,3,Wrong item,Returned,503.0,61,Male,City23,Debit Card,Standard,37.85,1,0.4958624866485259,Medium
Books,209.62,3,Wrong item,Returned,-17.0,53,Female,City1,Credit Card,Standard,23.7,1,0.49362710342943505,Medium
Clothing,209.05,4,Changed mind,Returned,307.0,42,Male,City38,PayPal,Standard,31.8,1,0.4635968499597562,Medium
Electronics,319.45,3,Defective,Returned,8.0,66,Male,City92,PayPal,Next-Day,0.7,1,0.4665426391202158,Medium
Home,496.9,4,Defective,Returned,85.0,48,Male,City43,Credit Card,Standard,14.59,1,0.5349149796561681,Medium
Electronics,484.44,5,Wrong item,Returned,-286.0,48,Female,City34,PayPal,Express,18.99,1,0.5058131613935168,Medium
Books,114.86,4,Defective,Returned,44.0,47,Female,City95,Credit Card,Next-Day,13.82,1,0.4916110802320055,Medium
Clothing,36.6,3,Changed mind,Returned,156.0,68,Female,City71,Gift Card,Next-Day,19.15,1,0.5122265980370468,Medium
Home,476.91,2,Wrong item,Returned,220.0,41,Male,City66,PayPal,Express,23.54,1,0.4930245270949322,Medium
Clothing,85.3,1,Changed mind,Returned,-38.0,29,Male,City26,Gift Card,Express,11.22,1,0.45102848304474524,Medium
Books,255.77,5,Wrong item,Returned,586.0,54,Male,City77,PayPal,Standard,17.6,1,0.5396557567930182,Medium
Electronics,466.7,4,Defective,Returned,353.0,41,Female,City61,Credit Card,Next-Day,9.51,1,0.46996114649077025,Medium
Books,416.63,1,Not as described,Returned,570.0,47,Female,City100,PayPal,Standard,7.22,1,0.5481701955633653,Medium
Books,307.28,1,Not as described,Returned,-361.0,21,Female,City33,PayPal,Express,10.04,1,0.5092241301990587,Medium
Home,442.44,1,Wrong item,Returned,-519.0,30,Male,City19,Gift Card,Standard,30.89,1,0.44192228388523064,Medium
Books,451.96,1,Wrong item,Returned,-95.0,63,Female,City67,Credit Card,Standard,6.72,1,0.48413744044411916,Medium
Clothing,422.15,1,Changed mind,Returned,140.0,28,Male,City24,Debit Card,Next-Day,32.82,1,0.48907838332049103,Medium
Toys,169.06,1,Defective,Returned,-436.0,26,Female,City64,Debit Card,Next-Day,21.14,1,0.4852398073183893,Medium
Toys,409.24,4,Wrong item,Returned,390.0,30,Female,City99,PayPal,Express,14.81,1,0.503335437433058,Medium
Electronics,249.95,3,Not as described,Returned,14.0,62,Female,City30,Debit Card,Standard,2.16,1,0.46429165755999946,Medium
Toys,277.04,3,Defective,Returned,-123.0,40,Male,City43,Gift Card,Next-Day,9.12,1,0.5385354576074853,Medium
Books,57.85,4,Defective,Returned,-483.0,55,Male,City52,PayPal,Next-Day,5.59,1,0.533193229638097,Medium
Toys,54.41,3,Changed mind,Returned,-533.0,64,Male,City39,PayPal,Express,42.14,1,0.4584780682500059,Medium
Home,118.46,2,Wrong item,Returned,413.0,34,Female,City15,Debit Card,Standard,16.62,1,0.45543909090247564,Medium
Clothing,183.95,2,Not as described,Returned,119.0,23,Male,City24,PayPal,Next-Day,17.02,1,0.5234712191143835,Medium
Toys,314.58,1,Defective,Returned,-374.0,32,Female,City65,Gift Card,Next-Day,49.27,1,0.52376375053551,Medium
Toys,371.29,1,Wrong item,Returned,-112.0,52,Male,City26,Gift Card,Express,37.1,1,0.445082057762575,Medium
Clothing,265.04,4,Changed mind,Returned,296.0,26,Male,City79,Credit Card,Standard,29.53,1,0.5096606404402143,Medium
Electronics,51.54,3,Not as described,Returned,-267.0,65,Male,City69,Credit Card,Next-Day,11.38,1,0.4823445761655228,Medium
Toys,141.07,4,Defective,Returned,-231.0,31,Male,City66,Gift Card,Standard,8.61,1,0.48943824974083094,Medium
Home,370.91,4,Defective,Returned,-363.0,33,Female,City59,Debit Card,Standard,19.04,1,0.48596633806303324,Medium
Electronics,428.28,1,Defective,Returned,-102.0,21,Male,City82,Debit Card,Express,24.84,1,0.4892304958058158,Medium
Electronics,372.0,4,Changed mind,Returned,-470.0,20,Male,City57,Debit Card,Express,5.85,1,0.4818696704246099,Medium
Electronics,283.29,3,Not as described,Returned,52.0,66,Female,City88,Gift Card,Next-Day,26.58,1,0.5000311097264067,Medium
Toys,297.08,2,Changed mind,Returned,152.0,57,Male,City86,PayPal,Express,20.46,1,0.5385627299464061,Medium
Electronics,378.2,4,Defective,Returned,-437.0,24,Male,City6,Gift Card,Standard,9.21,1,0.4902097414073493,Medium
Clothing,8.68,3,Changed mind,Returned,-241.0,44,Male,City8,PayPal,Express,21.5,1,0.5082844983230652,Medium
Electronics,316.6,3,Changed mind,Returned,92.0,39,Male,City37,Gift Card,Standard,1.85,1,0.5164340477066476,Medium
Books,12.49,4,Not as described,Returned,160.0,56,Female,City66,PayPal,Next-Day,26.93,1,0.5015816143824533,Medium
Home,218.77,5,Wrong item,Returned,-100.0,35,Male,City25,Credit Card,Next-Day,16.74,1,0.5084867105993975,Medium
Home,210.79,1,Not as described,Returned,377.0,61,Female,City96,Debit Card,Next-Day,25.04,1,0.4729350970848578,Medium
Books,331.32,2,Defective,Returned,532.0,34,Male,City16,PayPal,Express,37.5,1,0.5017924642922184,Medium
Electronics,311.42,3,Defective,Returned,-20.0,41,Male,City81,Debit Card,Next-Day,23.56,1,0.48240779345838386,Medium
Home,63.29,1,Not as described,Returned,470.0,48,Female,City87,Credit Card,Next-Day,39.2,1,0.4227665807945236,Medium
Books,353.7,5,Defective,Returned,262.0,19,Female,City93,Credit Card,Express,47.73,1,0.46283980503971767,Medium
Electronics,462.4,3,Wrong item,Returned,81.0,38,Male,City69,PayPal,Express,39.78,1,0.4883322138330279,Medium
Electronics,157.25,4,Defective,Returned,9.0,47,Female,City24,Debit Card,Standard,47.06,1,0.5000537541244876,Medium
Electronics,312.61,1,Defective,Returned,-346.0,53,Female,City74,Gift Card,Next-Day,25.51,1,0.4877070248569927,Medium
Clothing,185.28,5,Not as described,Returned,-376.0,43,Female,City8,PayPal,Express,0.08,1,0.5250117247948174,Medium
Home,221.39,3,Wrong item,Returned,-275.0,25,Male,City17,Debit Card,Next-Day,46.55,1,0.5072322800700945,Medium
Clothing,495.49,2,Changed mind,Returned,-604.0,34,Male,City95,Gift Card,Express,19.15,1,0.49072154062993056,Medium
Clothing,367.88,4,Defective,Returned,-465.0,21,Female,City3,Credit Card,Standard,42.88,1,0.48869627695167717,Medium
Clothing,275.59,3,Not as described,Returned,-182.0,49,Female,City89,PayPal,Standard,35.39,1,0.5279370052519665,Medium
Home,448.63,5,Changed mind,Returned,-434.0,60,Male,City55,Gift Card,Next-Day,38.3,1,0.5042667147156482,Medium
Books,374.08,4,Changed mind,Returned,-363.0,31,Female,City70,PayPal,Express,48.25,1,0.5139486578990264,Medium
Toys,122.79,4,Defective,Returned,-214.0,40,Male,City66,Debit Card,Next-Day,17.07,1,0.4782028804361197,Medium
Home,307.04,1,Changed mind,Returned,-249.0,64,Female,City87,PayPal,Next-Day,34.94,1,0.4316309289449076,Medium
Books,263.14,1,Not as described,Returned,-677.0,66,Female,City66,Gift Card,Express,0.24,1,0.49043219056097437,Medium
Electronics,178.58,2,Changed mind,Returned,-165.0,64,Female,City62,Credit Card,Express,40.52,1,0.5058371157136257,Medium
Books,341.6,5,Changed mind,Returned,-390.0,55,Male,City29,PayPal,Standard,12.97,1,0.5530332070107371,Medium
Electronics,367.49,4,Not as described,Returned,173.0,31,Male,City2,PayPal,Standard,5.04,1,0.5424891648912296,Medium
Clothing,74.57,5,Changed mind,Returned,-225.0,19,Female,City60,PayPal,Standard,40.21,1,0.5009031372005294,Medium
Clothing,454.19,2,Defective,Returned,-55.0,52,Male,City65,PayPal,Standard,37.78,1,0.5443801413390459,Medium
Electronics,487.1,3,Not as described,Returned,-50.0,69,Male,City95,Credit Card,Standard,31.26,1,0.49412256351088196,Medium
Clothing,324.34,3,Not as described,Returned,-212.0,53,Male,City39,Debit Card,Express,14.43,1,0.45648818135015545,Medium
Electronics,89.8,1,Changed mind,Returned,-229.0,19,Female,City22,PayPal,Next-Day,17.85,1,0.4915410427665205,Medium
Home,291.07,3,Not as described,Returned,-436.0,46,Female,City1,Gift Card,Standard,36.99,1,0.5024068112174991,Medium
Toys,293.06,4,Wrong item,Returned,-494.0,45,Female,City36,Debit Card,Next-Day,45.96,1,0.501747812412902,Medium
Electronics,55.17,1,Wrong item,Returned,57.0,35,Male,City72,Credit Card,Standard,25.56,1,0.48852373358661805,Medium
Home,392.33,5,Wrong item,Returned,572.0,47,Male,City50,Debit Card,Express,13.81,1,0.4839522645377276,Medium
Home,406.03,5,Defective,Returned,126.0,38,Male,City68,Debit Card,Express,22.75,1,0.5136406121178017,Medium
Clothing,422.33,4,Wrong item,Returned,362.0,39,Male,City94,Gift Card,Next-Day,42.65,1,0.5356245573018963,Medium
Clothing,422.03,4,Defective,Returned,-103.0,38,Male,City94,Debit Card,Next-Day,8.22,1,0.5362735814890434,Medium
Electronics,225.9,1,Not as described,Returned,42.0,23,Female,City10,PayPal,Standard,47.89,1,0.5325466526620531,Medium
Toys,160.18,3,Wrong item,Returned,73.0,47,Male,City18,Debit Card,Standard,19.94,1,0.5125134206246125,Medium
Toys,322.95,3,Not as described,Returned,566.0,54,Female,City12,Credit Card,Standard,7.17,1,0.5242704484052906,Medium
Electronics,163.42,3,Not as described,Returned,559.0,35,Female,City38,Credit Card,Standard,40.86,1,0.45184759147171294,Medium
Toys,196.87,2,Changed mind,Returned,-276.0,37,Male,City78,Credit Card,Express,13.08,1,0.4779348376546209,Medium
Clothing,302.79,3,Wrong item,Returned,-109.0,49,Male,City74,Debit Card,Express,16.54,1,0.4863362534569638,Medium
Home,386.68,4,Defective,Returned,475.0,22,Male,City43,PayPal,Standard,5.12,1,0.5562503036485469,Medium
Toys,435.21,4,Wrong item,Returned,-330.0,56,Female,City3,Gift Card,Standard,14.68,1,0.4978647634051598,Medium
Books,45.47,5,Wrong item,Returned,31.0,66,Male,City55,Debit Card,Express,46.58,1,0.5032802715040967,Medium
Toys,151.06,3,Not as described,Returned,447.0,52,Male,City71,Debit Card,Express,2.04,1,0.5129727396142703,Medium
Clothing,192.32,2,Changed mind,Returned,-72.0,28,Female,City66,PayPal,Express,21.75,1,0.4951299774084054,Medium
Clothing,35.71,5,Wrong item,Returned,-535.0,33,Female,City38,Gift Card,Next-Day,42.09,1,0.4547207638950611,Medium
Electronics,167.08,1,Defective,Returned,-341.0,60,Female,City23,Credit Card,Next-Day,5.59,1,0.5032612902040546,Medium
Electronics,81.86,3,Wrong item,Returned,15.0,70,Male,City10,Gift Card,Standard,18.81,1,0.5237873831197065,Medium
Electronics,321.89,5,Changed mind,Returned,-548.0,49,Female,City49,PayPal,Standard,20.95,1,0.5324700022210433,Medium
Clothing,210.66,2,Changed mind,Returned,-362.0,70,Male,City62,Debit Card,Express,19.84,1,0.5096191139900758,Medium
Clothing,11.6,2,Not as described,Returned,417.0,43,Female,City17,Credit Card,Next-Day,3.34,1,0.5260878653652108,Medium
Home,54.26,2,Not as described,Returned,34.0,69,Female,City15,Credit Card,Express,3.08,1,0.46045076761073955,Medium
Toys,252.08,4,Defective,Returned,101.0,53,Male,City79,Credit Card,Next-Day,49.29,1,0.5030788297576171,Medium
Books,242.65,2,Defective,Returned,-133.0,24,Male,City40,PayPal,Standard,38.02,1,0.5413818451957537,Medium
Books,154.95,1,Wrong item,Returned,16.0,66,Male,City65,Credit Card,Next-Day,28.54,1,0.5211395403030048,Medium
Books,397.16,3,Not as described,Returned,53.0,60,Male,City26,Credit Card,Next-Day,42.41,1,0.44209725271852646,Medium
Toys,439.32,5,Not as described,Returned,77.0,43,Female,City50,Debit Card,Next-Day,41.09,1,0.4823358978563846,Medium
Books,343.05,4,Defective,Returned,-254.0,53,Male,City43,PayPal,Standard,4.35,1,0.5552936962026327,Medium
Home,90.91,2,Changed mind,Returned,-308.0,37,Female,City67,Gift Card,Express,10.01,1,0.4870551287660033,Medium
Books,253.45,1,Changed mind,Returned,51.0,26,Female,City82,PayPal,Standard,29.51,1,0.5052068335688636,Medium
Books,111.54,1,Wrong item,Returned,-586.0,58,Male,City70,Debit Card,Express,29.02,1,0.5015147309332135,Medium
Books,107.11,5,Defective,Returned,603.0,26,Male,City6,PayPal,Express,11.83,1,0.4990061775873483,Medium
Clothing,278.55,2,Changed mind,Returned,-168.0,21,Male,City2,Debit Card,Express,13.92,1,0.509405034854218,Medium
Books,5.34,1,Not as described,Returned,-302.0,63,Female,City76,Credit Card,Express,2.8,1,0.49150020361455893,Medium
Books,212.87,2,Not as described,Returned,-493.0,23,Female,City23,Gift Card,Next-Day,31.87,1,0.5054584752968804,Medium
Clothing,176.45,1,Wrong item,Returned,259.0,23,Female,City85,PayPal,Express,0.66,1,0.5249389803624142,Medium
Electronics,493.86,1,Changed mind,Returned,56.0,52,Male,City4,Debit Card,Express,30.67,1,0.4779260550500132,Medium
Toys,197.1,5,Defective,Returned,-9.0,48,Female,City28,Credit Card,Express,11.53,1,0.4622207985683193,Medium
Clothing,317.77,4,Not as described,Returned,197.0,55,Male,City91,Gift Card,Standard,27.72,1,0.5029305175382853,Medium
Home,483.16,3,Not as described,Returned,7.0,57,Female,City60,PayPal,Next-Day,33.54,1,0.5004485762372054,Medium
Books,177.41,5,Not as described,Returned,-535.0,67,Male,City60,PayPal,Next-Day,14.85,1,0.5052214049197427,Medium
Electronics,423.82,5,Not as described,Returned,-443.0,53,Male,City69,Credit Card,Express,45.36,1,0.47494153630129077,Medium
Toys,12.81,1,Defective,Returned,30.0,41,Female,City24,PayPal,Next-Day,15.82,1,0.5175611852306587,Medium
Clothing,108.7,3,Defective,Returned,-694.0,38,Female,City76,PayPal,Standard,1.23,1,0.5148253769144269,Medium
Books,32.06,4,Defective,Returned,-242.0,52,Female,City3,Credit Card,Standard,11.07,1,0.493549764862656,Medium
Electronics,52.42,3,Defective,Returned,-460.0,28,Male,City13,Credit Card,Next-Day,32.3,1,0.512204178829565,Medium
Home,12.91,3,Changed mind,Returned,25.0,18,Male,City31,Gift Card,Next-Day,37.79,1,0.5032761351917521,Medium
Toys,5.8,3,Defective,Returned,-63.0,57,Female,City44,PayPal,Next-Day,10.48,1,0.5172270075680142,Medium
Electronics,363.24,3,Changed mind,Returned,-263.0,28,Female,City44,Gift Card,Next-Day,49.92,1,0.4909372621557951,Medium
Clothing,99.98,2,Wrong item,Returned,25.0,37,Female,City4,Gift Card,Standard,14.44,1,0.5027110090950945,Medium
Books,256.62,1,Changed mind,Returned,304.0,46,Male,City56,Credit Card,Express,25.87,1,0.48114001536682566,Medium
Toys,423.65,2,Wrong item,Returned,-639.0,35,Male,City4,PayPal,Express,15.8,1,0.5042678479085416,Medium
Electronics,430.06,4,Defective,Returned,-103.0,42,Male,City91,Credit Card,Next-Day,31.35,1,0.4853240430879134,Medium
Clothing,386.51,1,Wrong item,Returned,-15.0,24,Female,City61,Debit Card,Express,11.79,1,0.4694774668860289,Medium
Toys,391.32,2,Wrong item,Returned,-120.0,41,Female,City69,Credit Card,Standard,1.13,1,0.4795827697945128,Medium
Clothing,92.63,5,Defective,Returned,-191.0,30,Male,City70,Credit Card,Express,14.86,1,0.5126920648156671,Medium
Books,103.0,3,Changed mind,Returned,155.0,64,Male,City37,Debit Card,Standard,22.81,1,0.5040873813727613,Medium
Books,425.69,2,Defective,Returned,121.0,54,Female,City20,PayPal,Standard,7.18,1,0.5146307490853094,Medium
Toys,265.71,1,Wrong item,Returned,-182.0,52,Female,City41,Debit Card,Next-Day,41.62,1,0.4572976845815954,Medium
Toys,26.85,1,Not as described,Returned,-321.0,63,Female,City62,Gift Card,Next-Day,34.63,1,0.5196442275866311,Medium
Electronics,186.99,2,Changed mind,Returned,-208.0,68,Male,City2,Gift Card,Standard,43.68,1,0.5118484358558287,Medium
Clothing,159.99,1,Not as described,Returned,-453.0,55,Female,City29,Debit Card,Express,10.23,1,0.5451778604493418,Medium
Books,238.21,4,Defective,Returned,392.0,18,Female,City67,Gift Card,Express,44.62,1,0.48292857750493406,Medium
Clothing,117.92,5,Not as described,Returned,-512.0,47,Male,City40,Credit Card,Next-Day,30.42,1,0.5346745665741816,Medium
Home,175.12,2,Not as described,Returned,-207.0,25,Female,City61,Debit Card,Next-Day,43.21,1,0.46589119961433184,Medium
Books,295.66,5,Defective,Returned,-527.0,42,Male,City40,PayPal,Express,2.17,1,0.549315114567232,Medium
Toys,261.97,3,Defective,Returned,-175.0,42,Female,City72,Debit Card,Express,45.87,1,0.48097987533927244,Medium
Toys,267.64,3,Defective,Returned,-311.0,61,Female,City78,Debit Card,Next-Day,21.71,1,0.48278391064727344,Medium
Home,230.9,3,Wrong item,Returned,61.0,34,Female,City15,Debit Card,Standard,0.68,1,0.45913861952954194,Medium
Home,440.78,1,Changed mind,Returned,24.0,50,Male,City20,PayPal,Standard,3.79,1,0.5095796414478942,Medium
Books,181.64,4,Not as described,Returned,-270.0,43,Male,City78,Credit Card,Standard,13.08,1,0.4912925898144275,Medium
Home,276.67,4,Changed mind,Returned,49.0,57,Female,City32,Gift Card,Express,22.55,1,0.4972161816390039,Medium
Books,304.61,3,Changed mind,Returned,388.0,57,Male,City8,Credit Card,Next-Day,2.36,1,0.4857963215706649,Medium
Home,418.3,2,Not as described,Returned,-96.0,36,Female,City73,Debit Card,Express,31.56,1,0.49349666576553686,Medium
Toys,72.0,1,Changed mind,Returned,523.0,46,Male,City92,PayPal,Express,30.79,1,0.4532612807205504,Medium
Toys,459.41,2,Defective,Returned,-302.0,41,Female,City29,Gift Card,Next-Day,41.26,1,0.5341417602694497,Medium
Toys,428.43,5,Defective,Returned,-373.0,49,Female,City28,Credit Card,Standard,35.49,1,0.45822789316403284,Medium
Clothing,34.0,4,Defective,Returned,390.0,23,Female,City19,Gift Card,Next-Day,38.82,1,0.4469286972400896,Medium
Electronics,61.69,3,Changed mind,Returned,513.0,45,Male,City81,PayPal,Standard,25.88,1,0.5016111797481689,Medium
Clothing,387.46,1,Defective,Returned,272.0,52,Female,City36,Debit Card,Express,47.03,1,0.5013195139993557,Medium
Home,269.26,2,Wrong item,Returned,-351.0,33,Female,City88,Debit Card,Express,11.04,1,0.4908649888349678,Medium
Books,461.41,5,Not as described,Returned,-358.0,27,Male,City58,Gift Card,Express,9.26,1,0.5383331832485052,Medium
Clothing,160.82,1,Defective,Returned,273.0,62,Male,City19,Credit Card,Next-Day,45.44,1,0.4337632737105182,Medium
